-3.14107591804213E-02	9.99506560362516E-01	0.00000000000000E+00
-6.27905203530367E-02	9.98026728376447E-01	0.00000000000000E+00
-9.41083135432268E-02	9.95561964581838E-01	0.00000000000000E+00
-1.25333234010299E-01	9.92114701258135E-01	0.00000000000000E+00
-1.56434465909306E-01	9.87688340457489E-01	0.00000000000000E+00
-1.87381314983694E-01	9.82287250652772E-01	0.00000000000000E+00
-2.18143241897055E-01	9.75916761826869E-01	0.00000000000000E+00
-2.48689887762798E-01	9.68583160975105E-01	0.00000000000000E+00
-2.78991106689600E-01	9.60293685487992E-01	0.00000000000000E+00
-3.09016994960355E-01	9.51056516104943E-01	0.00000000000000E+00
-3.38737920791812E-01	9.40880768757466E-01	0.00000000000000E+00
-3.68124553229465E-01	9.29776485672554E-01	0.00000000000000E+00
-3.97147891136672E-01	9.17754625466792E-01	0.00000000000000E+00
-4.25779291962072E-01	9.04827052279205E-01	0.00000000000000E+00
-4.53990499949698E-01	8.91006524081290E-01	0.00000000000000E+00
-4.81753674634538E-01	8.76306679750941E-01	0.00000000000000E+00
-5.09041416122599E-01	8.60742026783808E-01	0.00000000000000E+00
-5.35826795824966E-01	8.44327924965146E-01	0.00000000000000E+00
-5.62083378648642E-01	8.27080573733253E-01	0.00000000000000E+00
-5.87785252978441E-01	8.09016993876562E-01	0.00000000000000E+00
-6.12907054214450E-01	7.90155011940166E-01	0.00000000000000E+00
-6.37423990209116E-01	7.70513242394890E-01	0.00000000000000E+00
-6.61311865606748E-01	7.50111069380876E-01	0.00000000000000E+00
-6.84547106016996E-01	7.28968627338484E-01	0.00000000000000E+00
-7.07106781186547E-01	7.07106781186547E-01	0.00000000000000E+00
-7.28968627296490E-01	6.84547106061716E-01	0.00000000000000E+00
-7.50111069265569E-01	6.61311865737537E-01	0.00000000000000E+00
-7.70513242400225E-01	6.37423990202668E-01	0.00000000000000E+00
-7.90155011911944E-01	6.12907054250833E-01	0.00000000000000E+00
-8.09016993870306E-01	5.87785252987052E-01	0.00000000000000E+00
-8.27080573727750E-01	5.62083378656738E-01	0.00000000000000E+00
-8.44327924961949E-01	5.35826795830003E-01	0.00000000000000E+00
-8.60742026784891E-01	5.09041416120769E-01	0.00000000000000E+00
-8.76306679743692E-01	4.81753674647724E-01	0.00000000000000E+00
-8.91006524080803E-01	4.53990499950654E-01	0.00000000000000E+00
-9.04827052276314E-01	4.25779291968216E-01	0.00000000000000E+00
-9.17754625468122E-01	3.97147891133599E-01	0.00000000000000E+00
-9.29776485673516E-01	3.68124553227035E-01	0.00000000000000E+00
-9.40880768757125E-01	3.38737920792758E-01	0.00000000000000E+00
-9.51056516108822E-01	3.09016994948415E-01	0.00000000000000E+00
-9.60293685486070E-01	2.78991106696218E-01	0.00000000000000E+00
-9.68583160977359E-01	2.48689887754020E-01	0.00000000000000E+00
-9.75916761832106E-01	2.18143241873626E-01	0.00000000000000E+00
-9.82287250647139E-01	1.87381315013219E-01	0.00000000000000E+00
-9.87688340458177E-01	1.56434465904963E-01	0.00000000000000E+00
-9.92114701248675E-01	1.25333234085183E-01	0.00000000000000E+00
-9.95561964605797E-01	9.41083132897650E-02	0.00000000000000E+00
-9.98026728420849E-01	6.27905196472780E-02	0.00000000000000E+00
-9.99506560362576E-01	3.14107591785067E-02	0.00000000000000E+00
0.00000000000000E+00	1.00000000000000E+00	0.00000000000000E+00
-1.00000000000000E+00	6.12323399573676E-17	0.00000000000000E+00
-9.99506560362516E-01	-2.52786151779387E-16	3.14107591804214E-02
-9.98026728376447E-01	6.12323399573676E-17	6.27905203530368E-02
-9.95561964581824E-01	6.12323399573676E-17	9.41083135433718E-02
-9.92114701258117E-01	-2.52786151779387E-16	1.25333234010443E-01
-9.87688340457487E-01	6.12323399573676E-17	1.56434465909319E-01
-9.82287250652779E-01	-2.52786151779387E-16	1.87381314983655E-01
-9.75916761826796E-01	6.12323399573676E-17	2.18143241897383E-01
-9.68583160975182E-01	6.12323399573676E-17	2.48689887762497E-01
-9.60293685488177E-01	6.12323399573676E-17	2.78991106688963E-01
-9.51056516104647E-01	-2.52786151779387E-16	3.09016994961265E-01
-9.40880768757388E-01	6.12323399573676E-17	3.38737920792026E-01
-9.29776485672593E-01	6.12323399573676E-17	3.68124553229368E-01
