91.4658   65.1774   70.8678
98.9577   71.942   73.0511
94.1503   72.6223   71.6167
99.1857   63.0539   61.9106
92.543   68.2182   75.9745
93.7482   59.7577   68.361
93.1276   65.6801   66.3305
93.2466   72.0492   74.6875
91.3106   68.7431   67.7962
94.0031   63.5485   69.1757
90.621   70.0684   73.7863
88.4239   43.3234   65.3279
93.017   47.0272   73.1441
88.0599   44.6102   76.8425
84.4271   44.8815   74.3961
88.6562   48.7547   75.5431
86.8069   46.7906   76.6026
85.6127   48.5384   70.0876
85.6802   42.7011   74.636
85.8377   46.5914   68.0126
93.9444   44.4159   69.329
91.896   42.5846   72.7878
90.7801   44.593   75.7962
83.9272   45.7448   72.0291
88.4653   42.176   69.036
93.7605   -25.0437   57.123
90.0741   -20.3473   54.4169
94.3984   -22.5015   53.3434
95.0085   -18.314   55.1014
92.7783   -26.9676   56.7233
93.4704   -20.9725   53.0836
94.0744   -20.2637   55.4208
95.184   -22.7359   55.7071
92.1167   -19.878   56.0226
95.1058   -21.1981   56.9049
109.347   -48.4221   48.7928
109.207   -50.2949   47.3514
107.257   -51.6773   47.6181
106.851   -54.2945   48.7673
107.63   -48.3984   50.2721
105.913   -50.03   49.0611
106.734   -44.7159   52.6798
108.679   -45.9968   48.3858
106.961   -45.9731   49.8651
108.622   -50.2611   44.8911
104.936   -45.708   48.588
103.881   -48.1855   47.9008
125.3   28.1493   96.3285
125.762   23.3622   93.8454
125.701   21.1062   81.689
125.762   22.9185   90.9091
124.186   23.2129   82.9147
123.01   22.4221   87.7942
124.062   26.1724   94.4445
122.361   28.3542   92.1408
122.948   21.8507   85.1669
119.986   21.6036   88.5326
122.546   27.0053   89.5924
120.151   24.4795   80.8858
122.88   25.1158   81.0881
124.248   24.3798   88.9598
120.495   20.6916   84.4947
119.43   27.9128   91.6985
118.292   23.1199   89.2558
116.712   20.7354   85.5175
118.436   21.3208   83.5793
86.3109   72.5349   57.2638
89.6271   73.2797   62.4861
88.9955   72.6914   65.5668
87.3559   71.5509   61.9415
83.2341   77.6287   62.115
84.5222   80.181   67.023
86.4541   76.6589   60.869
85.1978   73.4366   60.4869
80.8571   75.7762   66.8957
87.0039   77.1222   65.7505
83.8572   77.861   65.7923
83.6666   82.5197   65.0909
85.5373   68.8899   63.3386
88.6272   76.7221   62.8514
74.9346   -37.5566   14.2579
77.457   -38.0538   14.1254
81.1252   -40.8853   10.5671
77.5654   -37.4929   12.8559
78.2753   -36.4528   12.4398
78.6643   -35.5689   13.577
73.6303   -37.8963   14.2895
75.905   -38.6534   14.6818
77.9251   -39.6819   13.2284
79.7954   -40.6863   10.9079
78.0335   -39.121   11.959
81.4479   -40.9127   14.1644
78.3469   -38.75   13.7597
79.7668   -41.4044   12.4728
78.4553   -38.189   12.4902
79.7838   -37.7445   11.6899
78.961   -40.7031   13.7658
79.88   -39.1713   14.516
39.6238   21.9544   55.6849
49.709   19.4904   57.2148
52.1654   19.561   54.2405
54.0938   20.3018   53.5487
50.7373   18.0875   52.4576
46.9895   17.1023   54.037
47.2847   17.6843   56.4752
45.3698   18.1089   53.2357
44.4157   23.2637   55.4609
43.1498   18.4138   55.0835
45.5077   23.6566   57.9138
42.0134   21.0956   56.1969
47.059   20.0096   52.5469
57.4653   17.7363   52.3798
50.1068   20.4764   55.131
42.7982   16.3051   56.9826
49.1814   20.8899   58.8663
54.3871   19.7659   51.0402
51.1521   14.9918   50.2061
50.8204   15.8864   52.5483
55.3464   19.0632   55.3866
48.4185   15.3774   52.9312
51.8934   18.5696   50.2798
53.418   18.3225   56.0783
47.2413   22.4826   53.6587
58.1967   14.0767   47.4026
60.0629   13.9597   47.0569
41.4292   20.5826   59.0342
50.0313   13.2477   49.7276
108.954   -35.3909   64.2765
116.091   -37.6774   68.4062
116.493   -35.7949   63.8924
111.165   -36.0124   62.6675
115.22   -36.2552   62.0648
111.399   -38.1278   62.7138
113.099   -34.7607   62.8888
114.782   -64.6143   17.604
117.75   -65.7137   17.1317
113.979   -66.2087   13.6087
117.571   -70.3728   18.71
116.149   -65.5652   14.579
114.691   -68.7008   14.7995
114.327   -66.7268   15.2701
114.344   -68.1827   13.1381
115.924   -64.7251   15.8675
113.243   -65.5802   17.2952
111.766   -64.3348   17.7394
97.808   -33.0875   57.7377
99.9931   -31.4905   53.0495
97.3701   -36.2246   52.7106
99.5182   -34.0623   57.5372
96.7746   -29.3841   52.4013
94.7579   -29.8047   54.2113
97.5206   -31.1101   50.746
100.456   -33.2837   55.1418
98.2671   -33.2909   50.5861
90.7952   -39.452   35.2858
89.0015   -37.3034   33.3585
87.5761   -37.9348   33.4274
86.762   -39.2541   31.8786
88.7029   -35.6209   33.439
87.1691   -39.2833   34.5962
86.355   -40.6026   33.0475
90.4039   -37.6646   34.4996
58.3348   63.1942   56.8605
64.281   54.8759   53.8286
63.8263   59.3115   57.0859
61.5523   60.7421   55.5994
61.0492   64.4753   55.473
67.187   53.8842   53.3541
62.5575   63.2401   54.7441
66.1587   60.5548   59.4852
69.5554   60.4791   58.0543
62.448   56.6396   59.3179
66.2361   63.4995   59.5536
29.5085   36.5922   43.1268
37.4824   35.4437   43.3052
36.5601   33.7045   41.5487
30.5114   35.3614   40.6809
41.3584   32.8457   41.4463
36.068   21.6012   42.6931
36.5834   23.6073   41.8907
34.8688   29.0078   42.585
35.3629   27.1596   43.8538
31.9299   23.8209   43.44
34.1406   39.326   48.9346
26.8208   34.9991   46.6553
31.1269   32.149   47.5794
29.8713   25.1151   43.8873
34.8973   24.7756   42.5528
28.5654   31.7836   48.2556
28.9873   28.7635   45.1101
31.5115   29.8532   45.9638
31.515   30.3117   41.2711
24.634   34.9398   44.773
24.2556   32.5049   43.2016
21.8942   31.7813   43.331
36.5707   34.1799   45.0397
26.7882   32.681   47.5604
34.126   38.0787   46.5038
39.9215   34.26   43.7679
25.4824   25.5897   47.5396
21.6281   28.8906   46.1665
31.8674   32.534   41.3572
34.3505   35.3702   46.6799
32.668   30.4304   43.4098
30.1113   26.5303   46.0131
25.5532   30.3832   46.1468
27.3304   29.4858   46.8421
24.3675   33.4418   40.4305
25.2075   30.2663   43.6703
33.0204   32.6527   43.4959
29.1452   29.3623   42.1531
30.3295   30.7791   35.4357
29.3567   35.9538   45.5625
26.9831   28.2751   39.9294
30.4958   33.3963   40.418
22.8461   29.5427   43.7997
26.3176   33.015   39.0781
27.1426   29.9678   41.4086
29.4889   29.0674   36.6734
29.5524   32.0163   35.5974
31.0282   27.1746   39.0751
43.1275   26.5182   36.1088
50.6522   31.7877   39.3413
28.1408   31.7795   39.5875
20.5543   32.1107   41.5292
21.6365   33.7212   39.6194
31.8856   34.0011   45.7914
27.6609   31.2853   37.3816
26.5846   36.6064   42.7741
33.4686   33.1321   39.5219
84.5657   60.6047   74.4846
81.0847   65.4298   65.2405
80.3977   61.0041   69.9256
90.9325   59.0656   69.3789
88.7907   62.5336   70.4169
81.7988   62.5842   67.2137
87.3737   61.1711   65.4383
86.1849   63.722   68.2924
82.584   62.576   71.5641
81.0671   57.5621   65.7784
83.9851   64.1561   68.8522
86.1728   55.9794   63.887
80.4209   57.7501   69.6509
77.8098   56.2754   69.1507
83.7078   55.1094   65.5967
60.4939   74.9154   42.5441
63.5968   75.4556   40.905
59.7225   77.3821   44.3409
64.5184   79.0247   41.438
62.5364   80.5713   44.0528
67.1766   79.9147   46.6699
72.1202   74.0023   49.715
67.3786   76.3128   48.705
64.7427   84.6539   48.4037
67.1343   78.3692   43.0899
64.6378   81.289   47.4522
62.0961   86.3062   45.6834
62.3561   89.5674   44.7655
61.0157   83.4219   42.7988
70.4564   82.2447   37.3617
50.4227   57.6883   45.3231
48.4301   56.9741   48.2404
48.4001   60.0868   45.366
46.4075   59.3726   48.2833
53.2445   58.3602   44.8145
46.2645   59.9086   51.8368
46.4647   62.3523   53.3784
52.7613   61.279   43.682
54.949   57.3262   47.067
49.9256   64.7418   48.4728
60.291   58.9567   48.621
53.5603   64.407   47.7604
55.5013   63.3521   49.9191
58.7699   57.6206   44.7659
95.9765   -48.8106   34.992
94.3994   -44.9403   33.6875
94.5017   -43.2256   32.8303
95.413   -42.0628   34.2147
95.0549   -45.4342   35.3107
95.8797   -46.5036   32.5387
98.2165   -46.2834   34.131
95.8059   -52.8126   23.7248
96.1884   -54.3967   24.4359
96.9387   -54.1958   27.3019
96.7928   -55.9919   28.245
100.861   -55.6412   23.1499
95.4777   -54.4199   26.1241
98.6647   -53.8952   26.4064
99.1005   -56.1623   24.4209
98.1684   -54.2656   24.5188
71.0016   83.6719   48.6495
72.4718   82.8782   45.4303
77.8625   83.8744   47.0754
68.2394   90.2933   46.062
71.7101   85.6423   42.8294
71.7742   84.4162   39.0585
68.1422   89.4515   53.7644
77.7746   93.4745   47.5368
70.3507   90.2767   43.7282
76.3608   88.6931   43.3583
68.1285   86.4526   48.3825
99.4552   16.8755   75.1902
99.7256   19.3949   82.1127
101.239   17.8034   80.4278
101.187   12.7355   76.0224
99.9068   14.8049   76.4781
117.465   105.185   67.5061
118.84   113.059   61.9664
119.139   112.426   66.4731
118.835   115.209   60.2666
117.554   109.683   67.6443
116.756   112.568   64.0642
118.328   -12.8887   78.8324
112.382   -9.19886   79.9488
116.871   -14.1737   77.1971
114.403   -9.2728   79.1865
111.958   -11.4955   74.9237
114.093   -14.4172   73.7666
112.495   -12.7547   77.342
114.459   -14.0373   76.4918
112.828   -10.3185   78.0469
112.291   -9.05928   75.6286
113.042   -12.5178   73.1137
103.399   -18.5975   63.1288
102.193   -12.2024   62.6956
101.756   -11.2655   65.1244
105.619   -17.3095   62.8712
109.115   -18.5617   72.7469
109.356   -16.766   64.9148
105.883   -16.2073   66.8819
101.234   -17.0161   66.89
109.542   -16.6998   69.6139
103.571   -18.0738   65.7627
102.813   -22.9265   65.6083
106.826   -15.8944   64.688
103.023   -20.351   66.8134
103.403   -23.6391   63.3226
103.439   -21.5874   61.8936
108.038   -18.131   68.1091
106.379   -13.2428   64.7163
