0.968589   0.999507   0
0.937209   0.998027   0
0.905892   0.995562   0
0.874667   0.992115   0
0.843566   0.987688   0
0.812619   0.982287   0
0.781857   0.975917   0
0.75131   0.968583   0
0.721009   0.960294   0
0.690983   0.951057   0
0.661262   0.940881   0
0.631875   0.929776   0
0.602852   0.917755   0
0.574221   0.904827   0
0.54601   0.891007   0
0.518246   0.876307   0
0.490959   0.860742   0
0.464173   0.844328   0
0.437917   0.827081   0
0.412215   0.809017   0
0.387093   0.790155   0
0.362576   0.770513   0
0.338688   0.750111   0
0.315453   0.728969   0
0.292893   0.707107   0
0.271031   0.684547   0
0.249889   0.661312   0
0.229487   0.637424   0
0.209845   0.612907   0
0.190983   0.587785   0
0.172919   0.562083   0
0.155672   0.535827   0
0.139258   0.509041   0
0.123693   0.481754   0
0.108993   0.45399   0
0.0951729   0.425779   0
0.0822454   0.397148   0
0.0702235   0.368125   0
0.0591192   0.338738   0
0.0489435   0.309017   0
0.0397063   0.278991   0
0.0314168   0.24869   0
0.0240832   0.218143   0
0.0177127   0.187381   0
0.0123117   0.156434   0
0.0078853   0.125333   0
0.00443804   0.0941083   0
0.00197327   0.0627905   0
0.00049344   0.0314108   0
1   1   0
0   6.12323e-17   0
0.00049344   -2.52786e-16   0.0314108
0.00197327   6.12323e-17   0.0627905
0.00443804   6.12323e-17   0.0941083
0.0078853   -2.52786e-16   0.125333
0.0123117   6.12323e-17   0.156434
0.0177127   -2.52786e-16   0.187381
0.0240832   6.12323e-17   0.218143
0.0314168   6.12323e-17   0.24869
0.0397063   6.12323e-17   0.278991
0.0489435   -2.52786e-16   0.309017
0.0591192   6.12323e-17   0.338738
0.0702235   6.12323e-17   0.368125
0.0822454   6.12323e-17   0.397148
0.0951729   6.12323e-17   0.425779
0.108993   6.12323e-17   0.45399
0.123693   6.12323e-17   0.481754
0.139258   6.12323e-17   0.509041
0.155672   6.12323e-17   0.535827
0.172919   6.12323e-17   0.562083
0.190983   6.12323e-17   0.587785
0.209845   6.12323e-17   0.612907
0.229487   6.12323e-17   0.637424
0.249889   6.12323e-17   0.661312
0.271031   6.12323e-17   0.684547
0.292893   6.12323e-17   0.707107
0.315453   6.12323e-17   0.728969
0.338688   6.12323e-17   0.750111
0.362576   6.12323e-17   0.770513
0.387093   6.12323e-17   0.790155
0.412215   6.12323e-17   0.809017
0.437917   6.12323e-17   0.827081
0.464173   6.12323e-17   0.844328
0.490959   6.12323e-17   0.860742
0.518246   6.12323e-17   0.876307
0.54601   6.12323e-17   0.891007
0.574221   6.12323e-17   0.904827
0.602852   6.12323e-17   0.917755
0.631875   6.12323e-17   0.929776
0.661262   6.12323e-17   0.940881
0.690983   6.12323e-17   0.951057
