1	0	0
-6.12323E-17	-1	1.22465E-16
6.12323E-17	1	0
-1	1.22465E-16	3.83168E-47
0.98481	-0.17365	2.12658E-17
0.93969	-0.34202	4.18854E-17
0.86603	-0.5	6.12323E-17
0.76604	-0.64279	7.87188E-17
0.64279	-0.76604	9.38134E-17
0.5	-0.86603	1.06058E-16
0.34202	-0.93969	1.15079E-16
0.17365	-0.98481	1.20604E-16
6.03972E-17	0.98636	0.16459
5.79146E-17	0.94582	0.3247
5.38522E-17	0.87947	0.47595
4.83209E-17	0.78914	0.61421
4.14715E-17	0.67728	0.73572
3.34909E-17	0.54695	0.83717
2.45968E-17	0.4017	0.91577
1.50317E-17	0.24549	0.9694
5.05653E-18	0.08258	0.99658
-5.05653E-18	-0.08258	0.99658
-1.50317E-17	-0.24549	0.9694
-2.45968E-17	-0.4017	0.91577
-3.34909E-17	-0.54695	0.83717
-1.52494E-16	-0.67728	0.73572
-4.83209E-17	-0.78914	0.61421
-5.38522E-17	-0.87947	0.47595
-1.68937E-16	-0.94582	0.3247
-6.03972E-17	-0.98636	0.16459
0.98481	0.17365	0
0.93969	0.34202	0
0.86603	0.5	0
0.76604	0.64279	0
0.64279	0.76604	0
0.5	0.86603	0
0.34202	0.93969	0
0.17365	0.98481	0
-0.17365	-0.98481	1.20604E-16
-0.34202	-0.93969	1.15079E-16
-0.5	-0.86603	1.06058E-16
-0.64279	-0.76604	9.38134E-17
-0.76604	-0.64279	7.87188E-17
-0.86603	-0.5	6.12323E-17
-0.93969	-0.34202	4.18854E-17
-0.98481	-0.17365	2.12658E-17
-0.17365	0.98481	0
-0.34202	0.93969	0
-0.5	0.86603	0
-0.64279	0.76604	0
-0.76604	0.64279	0
-0.86603	0.5	0
-0.93969	0.34202	0
-0.98481	0.17365	0
-5.05083E-17	0.98827	-0.15272
-5.27971E-17	0.95089	-0.30953
1.00228E-16	0.88582	-0.46403
-6.24541E-17	0.79318	-0.60899
8.73567E-17	0.67562	-0.73725
-7.80691E-17	0.53817	-0.84284
-8.72939E-17	0.38751	-0.92186
-9.68784E-17	0.23099	-0.97296
-1.06399E-16	0.0755	-0.99715
4.13636E-17	-0.0755	-0.99715
-1.25166E-16	-0.23099	-0.97296
-1.34751E-16	-0.38751	-0.92186
-1.43975E-16	-0.53817	-0.84284
-3.75694E-16	-0.67562	-0.73725
-3.82893E-16	-0.79318	-0.60899
-1.65263E-16	-0.88582	-0.46403
-1.69247E-16	-0.95089	-0.30953
-1.71536E-16	-0.98827	-0.15272
0.54742	0.67634	0.49283
0.52171	0.76393	0.37977
0.62484	0.68542	0.37387
0.68503	0.31743	0.65572
0.60328	0.38957	0.69591
0.69868	0.39648	0.59552
0.38227	-0.45972	0.80158
0.49021	-0.38649	0.78123
0.49576	-0.50467	0.70678
0.40826	0.18272	0.89439
0.28215	0.11286	0.95271
0.31514	0.28644	0.90479
0.12356	-0.15069	0.98083
0.26418	-0.14353	0.95373
0.18151	-0.25511	0.94972
0.78552	-0.51707	0.34
0.85429	-0.42857	0.29414
0.82423	-0.51364	0.23838
0.46448	-0.26939	0.84362
0.58603	-0.2965	0.75409
0.46273	0.28016	0.84107
0.5138	0.18114	0.83857
